SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
0,0.013105862,736,15,0
0,0,2,2,NA
0,0.040536902,0.644091034,11,0
0,0,0.107878122,11,4
0,0.013375668,0.002606106,7,0
0,0.9999999,0.165213329,0,2
0,0.19877594,0.217065334,9,0
0,0.053596215,68,6,1
0,0.178964154,0.552930754,6,1
0,0,0,3,NA
0,0.003550639,415,11,0
0,0.715720439,1.002499107,8,0
0,0.011343376,13,5,NA
0,0.158100266,0.475322703,19,1
0,0.626266154,0.142385321,5,0
0,0,0.432783608,9,0
0,0.48268786,0.264841895,9,1
0,0.524915836,969,6,0
0,0.335445712,0.344679838,6,0
0,0.001876594,0.01332778,10,0
0,0.235225157,0.335036659,5,1
0,0,779,6,0
0,0,852,3,NA
0,0.001901275,0,6,0
0,0.107720423,0.216280839,12,2
0,0.01339933,0.01283697,3,1
0,0.064097861,1387,11,0
0,0.547124146,0.121319069,6,4
0,0.292567833,2231,5,0
0,0.157137145,0.264911696,8,1
0,0.042202964,0.286158631,6,0
0,0.734284381,11311,6,0
0,0.835311508,0.332527053,9,0
0,0.5112397,0.963084409,13,1
1,0,6046,9,0
0,0.037477248,0.079193665,9,0
0,0,0.090386385,5,0
1,0.71976008,64,2,0
0,0.047294357,0.447142596,14,0
0,0.328684508,1874,6,0
0,0.028083912,0.380976732,20,3
0,0.003888457,4,3,0
0,0.009654537,0.122830656,6,1
1,0.778719498,0.53801306,11,0
0,0,0.411084131,10,1
0,0.054449206,19,1,0
0,0.173784093,0.196142489,14,0
0,0.457154579,0.103425118,7,2
0,0.119460647,0.32224953,5,0
0,0.717853471,3174,15,0
0,0.607205622,4627,15,0
0,0.276593085,0.121835693,8,0
0,0.128419662,0.226433961,10,0
0,0.059356682,4121,10,0
0,0.000237284,0.427787663,10,0
0,0.738420926,2367,11,0
0,0.086492476,0.074734316,8,1
0,0.222472191,0.589815683,4,0
0,0.035754761,0.00829363,5,1
0,0.003986049,0.207164676,10,0
0,0.093741762,0.718171926,10,2
0,0.231979494,0.373801016,28,0
0,0.105969699,3063,8,0
0,0.041411471,0.008456176,3,3
0,0.223055966,0.430297475,13,3
0,0.452864285,0.330947228,10,1
0,0.016031741,1202,4,NA
0,0.9999999,0.137820513,1,0
0,0.15189171,0.301074556,13,0
0,0.606025418,0.375647341,10,2
0,0.075168462,1421,3,0
0,0.061833522,2788,6,0
0,0.010186243,0.022504141,7,2
0,0.515975688,0.679853795,14,0
0,0.347921078,0.373740482,11,2
0,0.108983159,0.31035201,10,0
0,0.165720783,0.311916978,10,0
0,0.194625748,0.283571758,20,0
0,0.48987523,0.319171724,3,1
0,0.958820874,0.236573549,12,1
0,0.799018271,1.298161471,4,0
0,0.011505437,0.274253271,9,0
0,0.819115784,0.528381219,7,0
0,0,0.551779288,7,0
0,0.122544324,0.42893401,9,1
0,0.667833042,81,2,0
0,0.3882572,1.112942122,13,1
0,2.258964143,0.032483758,1,2
0,0.013767118,2004,10,0
0,0.187797808,790,6,0
0,0.9999999,0,0,0
0,0.037379559,0.333851794,11,0
0,0.00339983,0.262694922,5,0
0,0.020480494,1673,10,1
0,0.106475741,0.802308265,5,1
0,0.518186405,0.504887091,17,1
0,0.003735788,0.459166466,10,0
0,0.9999999,2628,6,0
0,0.196960608,0.006959443,1,0
0,0.802993617,0.524458002,9,3
0,0.9999999,0.194963754,3,0
0,0.707145775,3930,13,0
0,0.288592785,0.226213976,4,3
0,0.397244161,0.294852574,5,0
0,0.197440895,777,3,NA
0,0.004884836,0.474904943,11,2
1,1.362141746,274,2,NA
0,0.17545213,0.27018019,11,0
1,0.514353049,0.984408835,15,1
0,0.00069993,0,4,0
0,0.822400231,0.515793683,12,0
0,0.0427599,7806,21,2
0,0.222506167,0.271467415,9,0
0,0.391045602,0.069040925,11,0
0,0.028775625,0.137224283,4,0
0,0.477367751,0.339874121,6,0
0,0.018538176,1184,8,0
0,0.041366785,0.224577542,8,2
0,0.994269551,2809,5,0
0,0.127159603,0.454098361,20,0
0,0.610408703,0.064417178,7,2
0,0.156645781,0.560214893,8,2
0,0.526201662,0.343546258,9,1
0,0.03737868,0.372787227,8,0
0,0.163750645,0.266873313,13,0
0,0.086382723,2615,6,NA
0,0.9999999,0.370691923,6,1
0,0.029132576,0.008222093,10,1
0,0.153646677,1.220066377,7,0
0,0.083781617,0.421201915,16,2
1,0.913773615,0.881655429,17,1
0,0.251284106,0.75145816,18,0
0,0.072587125,0.046662778,15,0
0,0,0,3,0
0,0.133613717,0.421048246,14,2
0,0.001905482,2.694610778,11,2
0,0.040547951,0.020736901,5,0
0,0.03452873,0.514162132,7,1
0,0.010441271,692,7,0
0,0,1589,8,0
0,0.001882242,1.317473011,9,1
0,0.015644567,24,5,NA
0,0.630901661,0.047400612,3,0
0,0,0.257757365,11,2
0,0.055228298,0.146276596,5,0
0,0.946508915,0.148162041,5,1
0,0,0,2,0
0,0.833594158,178,9,0
0,0.030327811,1934,11,0
0,0.194273425,817,13,3
0,0,0,6,0
0,0.205655719,2082,13,0
0,0.235752849,724,3,0
0,0.029878794,0.318734063,11,1
1,1.004421666,0.605098725,10,1
0,0.154955579,2446,4,0
0,0.016658432,0.315187201,6,0
0,0.475841386,0.198811453,2,3
0,0.061439281,0.498692509,19,1
0,0.527904017,486,4,0
0,0.319378527,0.156959213,22,0
0,0.9999999,0.167543201,1,2
0,0.077910174,162,2,0
0,0.278636315,0.587361677,22,4
0,0.352319991,0.246784845,8,1
0,0.256314605,1.511162946,24,0
0,0,0.346902339,4,0
0,0.066113797,0.621679828,24,2
0,0.749133564,0.432119554,17,0
0,0.041992219,85,7,0
0,0.212785199,106.2727273,6,4
0,0.951209758,0.061445262,2,2
0,0.700331051,0.546448087,11,1
0,0,346,8,0
0,0.019327552,0.180763847,11,0
1,0.878245498,0.18141723,5,1
0,0.066928871,0.611050027,5,2
0,0.110327321,0.313439924,16,1
1,0.228742911,3558,19,2
0,0.691722293,0.691183331,6,0
0,0.275946359,0.283411686,10,0
0,0.037454421,0.355043926,17,0
0,0.357684244,710,6,0
0,0.102950576,0.252274773,18,3
0,0.9999999,10.17127624,4,0
0,0.040283239,0.135553584,11,0
0,0.352989385,0.43955635,18,2
0,0.666948696,0.185055253,7,0
0,0.181442474,0.067877957,2,0
0,0.863213679,0.102670277,4,2
0,0.093632815,0.306846806,6,0
0,0,0,4,0
0,0.479013137,0.531659631,14,2
0,0.257067036,0.291809152,6,4
0,0.02403549,19,2,0
0,0.9999999,0.217236784,1,2
0,0.001890458,0.268693009,15,1
0,0.399033876,0.433893685,7,0
0,0.9999999,0.047961631,2,4
0,0.245930854,0.537720414,11,1
0,0.003957859,2574,11,2
0,0.408690635,1.055195584,12,0
0,0.897369039,2910,16,0
1,0.017558727,0.53540175,10,0
0,0.115428519,0.278969295,12,0
0,0.83983667,3308,8,1
0,0.004384128,0.637788225,11,1
0,0.383952208,0.498566762,18,0
0,0.039609476,1132,13,0
0,0.02464305,0.009947892,10,1
0,0.9999999,0.178302196,1,2
0,0.284499685,1408,8,1
0,0.9999999,0.134071341,1,3
0,0.224507069,1068,8,0
0,0.643133922,0.158997955,3,0
0,0.149037887,0.288725647,8,1
1,0.546513871,0.93824256,17,2
0,0.546015655,0.407318536,8,0
0,0.14938018,0.428758481,14,1
0,0.135083219,0.065139307,7,2
0,0.016221174,0.194925029,9,3
0,0.068038735,2.496503497,6,2
0,0.038660566,0.308086489,7,0
0,0.258812185,3947,4,0
0,0.033458036,0.431051723,6,0
0,0.9999999,0.153061224,3,0
0,0.391214634,0.287181335,8,2
0,0.377915278,0.061148228,5,1
0,0.098407733,0.069744476,6,2
0,0.039686202,7,6,1
0,0.9999999,35,0,0
1,0.829560586,0.248187953,6,2
0,0.631259134,0.273340433,7,0
0,0.034384238,51,10,0
0,0.054537616,0.266824339,10,0
0,0.50009998,0.211071821,3,0
0,0.112820211,0.312868713,6,0
0,0.012538557,0.38510101,12,0
0,0.996101804,2.579171742,9,3
1,0.232226657,6.094452774,16,1
0,0.048037041,2235,5,0
0,0.530405318,0.469418849,22,0
0,0.520689428,0.777370438,9,0
0,0.022135842,0.003547815,2,1
0,0.101790219,0.042235495,5,0
0,0.323481841,262,3,0
0,0.014466655,0.262962153,28,0
0,0.022420519,1004,6,0
0,0.002349883,0.39184953,5,0
0,0.1925349,0.225741941,12,0
0,0.251804415,0.611755298,7,0
0,0.088911089,0.000526177,3,0
0,0.987743331,0.4474,13,0
0,0.9999999,0,0,0
0,0.030761368,0.015661446,5,0
0,0.218991588,0.586137954,13,0
0,0.9999999,0.110878973,3,3
0,0,0.365016502,10,1
0,0.002072256,0.210742857,12,0
0,0.223967181,1632,8,0
0,0.220201834,0.462354974,10,1
0,0.788340389,0.099845092,3,1
0,0.034754891,1627,12,0
0,0,0.281729338,10,5
0,0.148225606,1313,11,0
0,0.68028326,0.42985336,6,0
0,0.179110121,0.27491843,10,2
0,0.211367652,0.24045329,19,0
0,0.012987013,0,2,0
0,0.247135843,0.090524087,3,1
0,0.9999999,0.129623459,1,0
1,0.00073798,0.493126718,4,2
0,0.946978196,0.335438375,12,2
0,0.866344471,0.14802475,1,0
0,0,0.067381539,4,1
0,0.9999999,0.229471417,6,0
0,0.096113878,0.224395714,10,4
0,0,0.372395469,3,2
1,0.9999999,219,1,NA
0,0.275326535,0.38317757,17,0
0,0.595112469,0.378525482,3,0
0,0.026147183,0.329780147,7,0
0,0.28927034,0.691654173,7,2
0,0.040423812,28,6,0
0,0.223677632,0.326283407,4,2
0,0.077246781,0.368421053,7,0
0,0.328303003,0.480057771,9,0
0,0.572324438,1.052171197,12,3
0,0.966275454,0.683523654,8,2
0,0.075327056,0.071378477,7,0
0,0.011073664,0.012372578,4,3
0,0.369171682,0.048228914,12,0
0,0.960431398,0.31506036,3,1
0,0.123471362,0.364188164,6,1
0,0.127493625,0.09438021,6,1
0,0.087910156,0.520623969,8,2
0,0.083766009,0.34210815,6,1
0,0,396,3,NA
0,0.48092721,1.031724668,14,1
0,0.009917446,0.447430975,12,0
0,0.9999999,0.377631696,11,1
0,0.078754404,2129,6,0
0,0.135042385,0.017903057,14,0
0,0.007999878,15,13,0
0,0.099190841,0.604398743,9,0
0,0.29739805,0.579717373,8,3
0,0.307191593,0.607185223,5,0
0,0.044225262,1776,4,0
0,0.125014705,0.404638145,4,0
0,0.004104171,1,5,0
0,0.013713796,0.401267976,6,0
0,0.267352626,0.426685865,10,0
0,0.163836164,0.092762895,5,0
0,0.9999999,0,1,NA
0,0.820545297,3799,4,2
0,0.428382755,0.2706115,12,0
0,0.0199992,0.188452887,6,1
0,0.089146989,0.25974805,7,0
0,0.612030682,0.76967187,10,0
0,0,0.05692407,4,1
0,0.801764544,0.430314406,5,2
0,0,0.450288902,9,0
0,0.010751197,0.117910841,17,0
0,0.901795412,0.52674524,6,3
0,0,0.252527295,9,0
0,0.001759965,0.214688239,5,2
0,0.390088472,0.326036484,6,0
0,0.007353556,0.29991431,16,1
0,0.9999999,17,1,0
0,0.061173533,0.08997001,3,0
0,0.39142696,0.384779992,6,0
0,0.132820925,0.914452555,16,1
0,0.842078961,0.150494324,10,1
1,0.954449046,773,7,0
0,0.804681521,0.533815481,12,4
0,0.751585703,1.478577549,8,0
0,0.28910532,0.939430965,17,0
0,0.003157687,1,1,0
0,0.601758577,2162,10,2
0,0.684020951,0.894878706,21,0
1,0.81054584,1.141452126,29,1
0,0,0.012529992,8,3
0,0,0.460725507,7,0
0,0.926059916,12546,8,0
0,0.17988008,0.003127443,2,0
0,0.226957563,0.4375,11,1
0,0.941447055,1.843949701,15,1
0,0.023237542,0.812428571,19,1
0,0.01718597,0.348886815,8,2
0,0.506995336,0.5029988,6,0
0,0.120355791,0.151986183,10,0
0,0.247597087,0.702749471,8,2
0,0.321934593,1383,7,1
0,0.823059361,2061,6,0
1,0.902797114,2788,8,0
0,0.099482078,0.431368631,7,3
0,0.418397882,0.414148447,14,0
0,0.537344212,0.627822789,19,0
0,0.002776037,0.37584925,11,1
0,0.9999999,0,0,0
1,0.9999999,0.313816494,2,0
0,0.317047101,0.173402868,14,0
0,0.100578252,2209,11,2
0,0.109278443,1370,5,0
0,0.012951764,1968,5,0
0,0.186223251,0.251769464,11,3
0,0.219540157,220,4,0
0,0.386875937,0.119083018,19,2
0,0.809765043,0.476433476,11,0
0,0.126458612,263,7,0
0,0.281812558,0.304637654,16,1
0,0.058309113,0.723310676,12,0
0,0.075662361,0.315812527,7,0
1,0.087649402,0.009995457,2,1
0,0.544761241,0.592103062,13,1
0,0.099272518,0.034020012,3,3
0,0.201132761,0.248417722,9,0
0,0,0.31834083,5,1
0,0,0,2,0
0,0.963614554,0.224283305,5,3
0,0.027130865,0.256738293,6,1
0,0.081312065,315,6,NA
0,0.19129696,0.213109877,15,0
0,0.1031864,0.136302675,5,0
0,0.9999999,0.914857386,5,0
0,0.030586236,0.310935893,5,2
0,0.041084962,0.264227981,8,0
1,0,0.157678245,7,2
0,0,4212,6,0
0,0.375897212,0.29563096,21,0
0,0.9999999,0.196745562,3,0
0,0.9999999,0.020359935,1,1
0,0.096009775,0.545157068,8,1
0,0,1898,3,0
0,0.028200734,0.084599116,10,0
0,0.076703026,0.388436652,14,0
0,0.227820379,0.554915922,24,0
0,0,0,2,1
0,0.019391297,0.064577141,9,1
0,0.149113358,0.699205217,8,0
0,0.726759759,0.65170345,9,2
0,0.099815157,0.232339826,8,1
0,0.00077776,0.209539523,6,0
0,0.51835032,0.685146095,13,0
0,0.083984419,2461,5,3
0,0.047286367,0.012931609,5,0
0,0.142122933,2859,18,1
0,0.058416154,0.299711296,10,0
0,0.006556256,6,7,NA
0,0.062081558,0.012387188,6,0
0,0.9999999,0.014697237,0,1
0,0,0.437351223,7,0
0,0.065421016,0.238432226,9,0
0,0.901408451,0.15104398,5,0
0,0.072018143,1.434782609,12,1
0,0.392192869,0.150205533,8,2
0,0.507497501,0.012468828,3,0
0,0,1.687366167,8,0
1,0.9999999,0.540617473,2,0
0,0.016118843,0.1247501,12,1
0,0.593788744,3400,13,1
0,0.9999999,423,2,0
0,0.361682297,0.19675058,9,2
0,0.811623025,0.439755691,8,4
0,0.213456163,0.735554618,9,0
0,0.002124734,3256,9,NA
0,0.040253329,0.401668012,12,2
0,0.443626281,0.253686578,6,1
0,0.002012856,1164,2,0
0,0.05575925,0.014802119,6,0
0,0.007749806,0.220213749,8,0
0,0.696495633,0.276620563,10,1
0,0.58069462,0.785196922,8,0
0,0.120179936,0.427216786,10,1
0,0.022516958,1031,5,0
0,0.017594819,0.306472244,7,1
0,0.9999999,0.061422414,1,0
0,0,0,1,0
0,0.465521089,4085,8,0
0,0.874912509,0.302199741,4,0
0,0.037273952,0.953488372,8,0
0,0.141762552,0.028257457,5,0
0,0.017926392,0.005187456,6,0
0,0.082238982,2065,7,NA
0,0.07372713,0.139694329,16,0
0,0.006145513,3,2,NA
0,0.06781117,0.332303218,19,1
1,0.887080965,0.482275525,4,2
0,0.293687348,1268,13,0
0,0.030153714,0.003999,6,0
0,0.414618818,4681,21,0
0,0.853239735,0.48771563,4,0
0,0.004195682,0.478190226,12,1
1,0.767840152,0.2964495,4,0
1,0.041191762,0.261369315,3,0
0,0.015200908,0.007998609,3,0
0,0.006732763,613,7,NA
0,0.839792644,0.68240621,9,1
0,0.11327535,695,5,1
0,0.021418674,0.281414439,13,1
0,0.924271715,0.441760601,7,2
0,0.028458411,0.21915701,22,0
0,0.845719252,0.323338331,6,1
0,0.9999999,0.080187299,3,0
1,0.965034965,0.062791628,2,2
0,0.124366408,2196,11,4
0,0.033203829,0.318874019,11,0
0,0.036422035,1756,10,0
0,0.9999999,278,0,NA
0,0.760016551,0.917543584,10,1
0,0.9999999,0.007664112,0,0
0,0.147775796,430,8,0
1,1.0085156,2.219737309,23,0
0,0,0.634674923,9,1
0,0.119775556,0.041959578,3,0
0,0.251354973,0.385015331,7,1
0,0.078912031,0.596621408,7,0
0,0.065464485,0.006854172,1,0
0,0.018856544,0.234095738,11,0
0,0.551440662,0.418147936,14,1
0,0.153327953,3851,6,1
0,0.020212314,0.302395774,13,0
0,0.239551535,0.357444651,10,1
1,0.9999999,0.254256527,5,2
0,0.024688074,0.199100928,12,0
0,0.796278584,2518,6,4
1,0.9999999,0.015108425,2,1
0,0.623875225,0.037185126,2,1
0,0.176443529,0.182522829,15,0
0,0,0.483205749,3,4
0,0.06769731,0.082053743,11,0
0,0.330939503,0.316851482,6,2
0,0.070324183,0.351426383,12,4
0,0.012739234,0.008663779,6,0
0,0.007868766,1448,6,0
0,0.019477727,0.365306454,12,0
0,0.447465042,0.496729238,10,2
0,0.987501953,3844,12,0
1,0.983078225,0.884470118,17,2
0,0,0,12,0
1,0.972150876,1.473797947,12,0
0,0.714456939,1.60215311,15,3
0,0.021614553,2290,8,1
0,0.073037127,0.249922094,8,0
0,0.575314156,0.653881071,6,0
0,0.086460416,1.055530875,7,0
0,0.254093195,0.457734957,12,0
0,0,0.031403337,4,1
0,0.433365292,0.619267168,5,1
0,0.122020904,153,9,0
0,0.288425263,0.533965245,8,0
0,0.195256512,0.484398217,20,0
0,0.846574881,0.158640227,5,2
0,0.123564228,0.202103511,5,2
0,0.007161678,3,7,0
0,0.011753293,0.104972376,3,0
0,0,1486,4,2
0,0.170685802,69,5,3
0,0.078534132,0.380691598,7,0
0,0.160060865,0.370769853,8,1
0,0.16351208,0.507061617,14,3
0,0.032008214,0.226599205,11,0
0,0.994133464,0.53749837,10,0
0,0.322649069,0.267259537,5,0
0,0.002983261,0.00012837,2,0
1,0.617025827,0.160912815,5,0
1,0.409985282,0.279980823,15,0
0,0.002427884,0.238471257,13,0
0,0.173948934,3015,7,0
0,0.04719764,0.37567161,8,8
0,0.202774562,6994,23,2
0,0.087406258,0.288977727,8,2
0,0,0.055915527,5,0
0,0.04569372,0.300174956,14,1
0,0.022780051,0.323067693,14,1
0,0.036934189,0.287934952,8,2
0,0,1463,5,0
0,0.832104651,0.754365541,18,2
0,0.644710579,0.087017653,7,0
0,0.472495626,0.381654964,11,3
0,0,3278,7,0
0,0.017509173,0.365119461,8,0
0,0.09514671,0.262804799,9,0
0,0.111327624,0.37043826,11,1
0,0.279441118,0.001332889,1,1
0,0.170165967,0.005084401,2,0
0,0.525349959,0.265853034,8,1
0,0.00712519,0.186116269,25,0
0,0.871073356,0.390764509,12,0
0,0.099145861,2430,23,1
0,0.074231442,0.155248456,4,0
0,0.161644287,0.134433192,8,0
0,0,0.014388489,5,0
0,0.685700235,0.372925415,10,0
0,0.011834818,0.684559617,8,2
0,0.018456616,0.248861238,7,2
0,0,0.372540812,6,0
0,0.001786497,0.010723861,10,1
0,0,7,2,NA
0,0.032924722,1.034372502,21,0
0,0.200990693,0.732948234,7,0
0,0.009985653,0.277165033,8,0
0,0.443944541,0.662545192,19,1
0,0.113400284,0.254913728,9,0
0,0,4,5,0
0,0.081353789,0.028554343,13,1
0,0.173713417,0.391101483,7,0
0,0.013095711,0.363039132,10,0
0,0.01519924,0.280407101,5,1
0,0.113955442,0.282588669,7,1
0,0.04296902,0.016795866,9,0
0,0.022440925,0.012506724,19,0
0,0.878880524,0.950642674,19,1
0,0.979195663,0.320731136,7,0
0,0.029406119,0.246739697,10,0
0,0,133,8,0
0,0.171691856,0.252374763,7,2
0,0.030053276,937,5,0
0,0.480988269,0.164019337,18,1
0,0.238235664,1252,11,0
0,0.006489024,0.099890231,5,1
0,0.010653436,0.00252605,2,0
0,0.241621668,3228,11,0
0,0.9999999,0.117095508,1,5
0,0.892003484,3955,12,0
0,0.635388319,0.429330591,19,4
0,0.018475688,0.162335066,6,1
1,0.82644118,0.6536804,9,2
0,0.299786422,0.138246215,11,0
0,0.654211301,0.26991654,10,0
0,0.877124547,0.389627295,11,2
1,0,0.345825195,20,1
0,0.46273576,0.575630741,32,0
0,0.9999999,0.514308746,7,5
0,0.268399353,0.507758759,12,2
0,0.002304248,4,5,NA
0,0,0.248972297,7,0
0,0.103318532,0.278180455,12,0
0,0.171134801,2574,12,0
0,0.625696469,0.55618104,12,2
0,0.00126708,0.730317064,15,3
0,0.028907777,0.768520892,6,1
0,0.029542412,0.018150601,8,0
0,0.10835629,0.005165806,3,0
0,0.004171309,0.304592315,8,0
0,0.016865792,496,10,0
0,0,0.160813579,9,0
0,0.324715615,0.104809516,10,2
0,0.080481775,0.273972603,12,1
1,0,0.526684164,4,1
0,0.017028691,0.068935962,22,0
0,0.008288705,0.002893975,2,0
0,1.089825848,0.63353639,7,0
0,0.199666147,0.684568131,15,2
0,0.487837796,0.249076288,5,2
0,0.003811909,0.362583537,27,1
0,0.033191773,0.283543291,17,0
0,0.9999999,0.196640721,2,5
0,0.3508041,125,4,0
0,0.9999999,0.001938402,2,0
0,0.68346203,0.129354508,4,0
0,0,1635,6,2
0,0.055606878,2965,5,1
0,0.380440179,0.321542384,9,0
0,0,2022,3,1
0,0,0.363573148,16,0
0,0.02329767,0.162629758,6,0
0,0.971002416,0.498110831,3,0
0,0,0.143671858,8,0
0,0.286564178,1.333712265,17,0
0,0.18805926,0.542411134,19,2
0,0.209546792,0.100164204,12,0
0,0.477140863,0.349572725,11,0
0,0.523570467,0.152938343,7,2
0,0.122830785,2162,4,0
0,0.2670805,0.841945289,25,3
0,0.460114066,558,4,0
0,0.363993614,0.248252006,6,3
0,0.857122203,0.469695416,8,0
0,0.027789211,0.226816225,7,2
0,0.002523689,1,6,0
0,0.822094232,325,6,0
0,0.353103186,0.878525593,22,3
0,0.444218359,0.478291378,6,0
0,0.673189544,0.424098921,5,0
0,0.180296867,1609,11,0
0,0.038953135,3024,7,0
0,0.55613391,0.151914167,4,0
0,0.057155929,0.224294881,10,0
0,0.212957409,0.49910018,4,0
0,0.037448128,2498,4,0
1,0.702381432,0.866732547,21,3
0,0,2648,12,3
0,0.196222729,0.158012596,9,0
0,0.620903668,1146,14,3
0,0.001499893,322,12,0
0,0.040857428,0.385322935,9,0
0,0.9999999,0.282883462,10,2
0,0.96673631,0.419895026,8,0
0,0.685583993,0.450440529,13,1
0,0.019999721,0.090381924,11,0
0,0.275748654,1348,7,0
0,0,0.254106556,9,0
0,0.9999999,1.123247319,11,1
0,0.004396358,0.23319682,10,1
0,0.216826619,0.854103343,16,2
0,0.205031355,0.602840353,10,2
0,0.9999999,0.082448854,6,1
0,0.555938038,0.451816271,10,0
0,0.002288418,0.000499917,3,0
0,0.088300431,3041,8,0
0,0.143187518,0.048500555,3,0
1,1.083405734,0.490218316,10,1
0,0.688665867,1.034152436,12,3
0,0.600289222,0.411100659,3,0
0,0.220222137,0.843945069,6,0
0,0.030141422,0.090074333,6,0
0,0.239963423,0.195229306,8,4
0,0.443379207,1.412587413,8,0
0,0.198454901,0.246160694,7,2
0,0.439512098,0.027951606,2,0
0,0.270429421,0.477690571,14,1
0,0,0.01910828,8,0
0,0.023945636,0.032692543,13,0
0,0.570122822,0.737718568,5,0
0,0.9999999,2174,1,NA
0,0,0.324611033,7,1
0,0.128842063,0.44555542,10,2
0,0.339647837,0.265089623,6,1
0,0.014370016,0.432807679,9,0
0,0,2,5,0
0,0.511248875,0.476190476,10,2
0,0.16805774,0.313671582,7,0
0,0.005971329,0.280197575,13,2
0,0.123206192,0.643262895,10,2
0,0.003499865,0.32941435,7,1
0,0.054783369,0.099980004,15,1
0,0.041735628,0.036921329,22,0
1,0.9999999,31,0,0
0,0.386691448,0.276689324,14,0
0,0.956397524,3268,15,0
0,0.689770077,0.308230874,5,0
0,0.121532709,0.155711072,4,0
0,0.031140633,0.075146243,9,0
0,0.478720045,0.353107815,7,0
0,0.246369867,0.289518318,5,0
0,0.065788608,1234,13,1
0,0.351892829,0.563852484,18,4
0,0.430444733,0.281642229,12,0
0,0.033498604,0.450358041,7,0
0,0.072494634,0.523546435,9,0
0,0.072093448,0.673983917,17,1
0,0.418715107,0.114119117,2,0
0,0.088336591,0.216678332,15,2
0,0.457431884,0.700270556,17,2
0,0.029570959,0.048762191,13,0
0,0.168772615,0.289779829,11,1
0,0.032438862,0.141974187,14,0
0,0.9999999,0.154551135,4,3
0,0.83121405,0.105620649,12,0
0,0.063226971,0.263461966,22,0
0,0.019139302,8.007968127,11,2
0,0.436410214,0.133777672,5,0
0,0.483301113,0.303013393,11,2
0,0.510293034,0.31697841,13,1
0,0.955236854,65,1,2
0,0.070741157,0.146763902,5,0
0,0.056334303,4542,12,0
0,0.55986436,0.589572193,6,0
0,0,0.149209191,10,0
0,0.200990429,1559,5,0
0,0.093446262,0.123590725,14,0
0,0.098019024,0.025917927,7,1
0,0.135407518,0.343653846,12,0
0,0.9999999,0,4,0
0,0.198673754,2.699720112,13,0
0,0.905468868,0.35297212,6,0
0,0.011986243,0.010284245,21,0
0,0.31309339,1.64846981,8,0
0,0.12724513,0.643,11,0
0,0,0.108598726,5,3
0,0.029725902,685,8,0
0,0.312571479,0.107851172,5,0
0,0,0.062897655,2,0
0,0.809738087,0.196738963,5,2
0,0.085108409,0.160825176,7,1
0,0.973447395,0.468198992,9,0
0,0.933834167,6696,8,0
0,0.041826362,2707,4,2
0,0.639081992,0.362545818,5,1
0,0.100835967,140,6,0
0,0.06839772,60,7,0
0,0.019376663,1277,12,NA
0,0,0,7,0
0,0.05968851,0.282181539,20,0
0,0.027999026,24,8,0
0,0.085783584,0.16900596,12,1
0,0.132240176,0.549862534,9,0
0,0.085633991,0.227886057,14,0
0,0.924107143,0.135388461,7,2
0,0.009495252,0.055031668,2,1
0,0.952798882,0.558740602,10,1
0,5.37E-05,0.108461814,7,1
0,0.655147395,0.378128675,6,3
0,0.329152121,0.534155364,8,1
0,0.017050203,0.583655513,19,0
0,0.9999999,0.154187958,4,0
1,0.602746575,0.260608705,4,1
0,0.004769675,0.000572902,9,0
0,0.034247393,0.159026599,10,1
0,0.170115934,0.208084051,20,0
0,0.310076467,0.255326195,7,0
0,0.999578992,0.148483601,6,0
0,0,0,2,0
0,0.380480301,0.051771117,2,3
0,0.187409279,0.49730054,7,2
0,0.68012303,245,4,0
0,0,0.337244676,4,0
0,0.273435385,0.218109655,10,0
0,0.284951627,0.380131887,9,0
0,0.336222047,0.234941265,14,0
0,0.030024681,0.852235551,5,0
0,0.008247756,0.943611278,7,0
0,0.137528803,0.504559635,13,3
0,0.54691406,2969,6,0
0,0.132249033,29,2,NA
1,0.9999999,0.900911497,6,0
0,0,2658,7,0
0,0.205274463,0.361329834,10,0
0,0,0.544228523,11,2
0,0.464195875,0.120938628,8,0
0,0.466768944,0.327109783,8,0
0,0.911540163,3353,7,1
0,0.014088028,0.007997715,6,1
0,0.536461805,0.142285905,3,1
0,0.918342055,0.270289344,4,0
0,0,2391,10,0
0,0.023224944,0.391854139,18,3
0,0.016128599,1812,8,0
0,1.034893879,0.439362795,10,3
0,0.147242638,88,3,0
1,0.983338887,0.106808245,9,0
0,0.839907542,364,8,0
0,0.286009847,3622,5,0
0,0.267368644,0.420291743,46,0
0,0.28369669,0.61966257,14,0
0,0,0,2,0
0,0.143931853,0.222951896,9,0
0,0.041104587,0.3041988,8,0
0,0.299417878,0.65971575,11,0
0,0,0.355376308,12,3
0,0.000428551,0.004481434,5,0
0,0.004505221,0.435848607,6,2
0,0.492643999,0.827377113,13,0
0,0.021547106,0.318019519,12,2
0,0.100173377,0.165314965,9,2
0,0.621007856,0.310222339,14,1
0,0.028752917,0.18566124,21,0
0,0.002681757,0.732788003,13,2
0,0.498488961,0.286938021,13,0
0,0.095340549,2779,14,3
0,0.097217141,0.276211189,5,2
0,0.447466239,0.443923077,8,2
0,0.045759314,0.409914601,17,2
0,0,0.00419958,7,0
0,0.360688717,0.595462092,7,0
0,0.726088978,0.137081955,4,2
